id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710cbc5f0ea4,23,Male,32,no,objTwoColors,#00FF80,70,206,261,5,0.29,0.07,0.28,0.07,0.09,0.12
5710cc5a7829c,27,Male,32,no,objTwoColors,#00FF80,152,0,89,5,0.49,0.1,0.29,0.19,0.12,0.15
5710cd9d571f2,23,Male,8,no,objTwoColors,#00FF80,0,0,0,1,0.8,0.39,0.38,0.36,0.39,0.38
5710cf445718e,25,Male,32,no,objTwoColors,#00FF80,213,57,160,3,0.69,0.08,0.29,0.1,0.12,0.16
5710d140b7c5a,26,Male,32,no,objTwoColors,#00FF80,105,254,607,3,0.32,0.18,0.39,0.05,0.21,0.19
5710d28fec2d1,30,Male,32,no,objTwoColors,#00FF80,0,272,310,1,0.69,0.32,0.41,0.23,0.33,0.32
5710d9dcc23f0,21,Male,18,no,objTwoColors,#00FF80,198,170,76,2,0.4,0.2,0.23,0.06,0.21,0.2
5710ea84d4c6f,25,Male,5,no,objTwoColors,#00FF80,121,171,307,3,0.04,0.03,0.26,0.06,0.03,0.02
5711106ab212a,33,Male,32,no,objTwoColors,#00FF80,0,124,143,4,0.64,0.13,0.32,0.2,0.12,0.16
5711148c11035,35,Male,22,no,objTwoColors,#00FF80,175,56,264,3,0.47,0.11,0.23,0.12,0.05,0.06
5711149df2d2a,20,Male,7,no,objTwoColors,#00FF80,179,122,314,4,0.51,0.02,0.26,0.06,0.03,0.03
57111f6c42412,22,Male,34,no,objTwoColors,#00FF80,152,0,100,5,0.49,0.1,0.29,0.19,0.12,0.15
5711231e370f2,24,Male,32,yes,objTwoColors,#00FF80,0,163,66,4,0.47,0.09,0.28,0.18,0.14,0.15
57112e1a2bbbb,32,Male,16,no,objTwoColors,#00FF80,105,213,574,1,0.25,0.05,0.32,0.04,0.11,0.13
57112e639a100,18,Male,5,no,objTwoColors,#00FF80,193,59,320,4,0.57,0.1,0.24,0.09,0.07,0.09
57113a5534205,22,Male,31,no,objTwoColors,#00FF80,44,242,411,4,0.52,0.31,0.37,0.12,0.26,0.25
57113b7f16c4b,22,Male,31,no,objTwoColors,#00FF80,66,178,111,4,0.15,0.1,0.23,0.1,0.04,0.05
57113de4aed1a,21,Male,31,no,objTwoColors,#00FF80,230,92,163,2,0.76,0.07,0.37,0.05,0.17,0.18
57113e3362c9f,24,Male,6,no,objTwoColors,#00FF80,53,222,422,2,0.45,0.07,0.32,0.1,0.16,0.19
57114ca79a200,21,Male,3,no,objTwoColors,#00FF80,59,346,216,4,0.49,0.31,0.28,0.23,0.26,0.22
57114d8a4c057,22,Male,9,no,objTwoColors,#00FF80,140,98,223,4,0.27,0.11,0.28,0.11,0.05,0.08
571151812791a,20,Male,32,yes,objTwoColors,#00FF80,58,201,119,3,0.31,0.09,0.26,0.09,0.09,0.12
571153ca15566,32,Male,32,no,objTwoColors,#00FF80,168,57,64,3,0.42,0.1,0.23,0.13,0.04,0.05
57116b9b879bf,20,Male,32,no,objTwoColors,#00FF80,85,129,335,3,0.27,0.1,0.29,0.12,0.06,0.09
57119224388ef,24,Male,31,no,objTwoColors,#00FF80,51,194,551,5,0.3,0.1,0.24,0.11,0.09,0.11
5711ace2ee7ed,24,Male,32,no,objTwoColors,#00FF80,55,196,110,4,0.29,0.1,0.25,0.1,0.08,0.11
5711cbde51bb0,24,Male,31,no,objTwoColors,#00FF80,56,186,87,3,0.23,0.11,0.23,0.11,0.06,0.08
571210e10d88b,23,Male,19,no,objTwoColors,#00FF80,183,57,260,3,0.51,0.11,0.23,0.11,0.05,0.08
571214121717c,22,Male,32,no,objTwoColors,#00FF80,56,226,68,5,0.45,0.06,0.33,0.1,0.17,0.2
57121540dbb98,18,Male,7,no,objTwoColors,#00FF80,152,153,113,5,0.22,0.02,0.25,0.07,0.04,0.02
57121e2a63601,21,Male,31,no,objTwoColors,#00FF80,0,0,0,5,0.8,0.39,0.38,0.36,0.39,0.38
57122801e1da9,23,Male,17,no,objTwoColors,#00FF80,59,182,151,5,0.19,0.11,0.23,0.11,0.05,0.07
