"id","age","gender","num_answers","in_person","typeOfQuestion","first_color","second_color","third_color","clicks","page_time","rating","resets","id_question"
"5716e9900f6ea","58","Female",31,"no","objTwoColors","#FFFF00","hsl(119.02171922766644,1,0.50)","hsl(359.13040824558425,1,0.50)",312,153,3,0,1
"57116ce8cf9e5","50","Female",7,"no","objTwoColors","#FFFF00","NONE","hsl(52.27828316066576,1,0.50)",213,13,4,0,1
"5710e540a9514","52","Female",32,"no","objTwoColors","#FFFF00","hsl(10.434782608695652,1,0.50)","hsl(110.86956521739131,1,0.50)",191,41,4,0,1
"5739ff85289b2","56","Female",25,"yes","objTwoColors","#CEFF00","hsl(49.56521739130435,1,0.50)","hsl(195.97826086956522,1,0.50)",6,17,2,0,1
"57149713464b1","51","Female",32,"no","objTwoColors","#FFFF00","NONE","NONE",0,1,1,0,1
"5711800f2c5f3","59","Female",31,"no","objTwoColors","#FFFF00","hsl(46.30434782608695,1,0.50)","hsl(65.86956521739131,1,0.50)",427,97,1,0,1
"57142079d871e","51","Male",8,"no","objTwoColors","#FFFF00","hsl(50.26961616847826,1,0.50)","hsl(128.63481604534647,1,0.50)",340,42,4,1,1
"571289ef76e18","55","Female",31,"no","objTwoColors","#FFFF00","hsl(20.869565217391305,1,0.50)","hsl(358.04347826086956,1,0.50)",102,18,4,0,1
"5739ff85289b2","56","Female",25,"yes","objTwoColors","#FF00FF","hsl(305.2173913043478,1,0.50)","hsl(195.97826086956522,1,0.50)",10,45,1,0,2
"5710e540a9514","52","Female",32,"no","objTwoColors","#FF00FF","hsl(309.1304347826087,1,0.50)","hsl(22.173913043478258,1,0.50)",761,140,1,0,2
"571534076a966","52","Male",9,"no","objTwoColors","#FF00FF","hsl(9.130434782608695,1,0.50)","hsl(255,1,0.50)",413,34,3,0,2
"57149713464b1","51","Female",32,"no","objTwoColors","#FF00FF","NONE","NONE",0,1,1,0,2
"571163013744e","53","Female",13,"no","objTwoColors","#FF00FF","hsl(216.52173913043475,1,0.50)","hsl(333.9130434782609,1,0.50)",58,30,2,0,2
"5711800f2c5f3","59","Female",31,"no","objTwoColors","#FF00FF","hsl(282.39130434782606,1,0.50)","hsl(181.30434782608694,1,0.50)",329,80,3,0,2
"5716e9900f6ea","58","Female",31,"no","objTwoColors","#FF00FF","hsl(11.956508470618207,1,0.50)","hsl(234.7825688901155,1,0.50)",217,37,3,0,2
"571289ef76e18","55","Female",31,"no","objTwoColors","#FF00FF","hsl(352.17391304347825,1,0.50)","hsl(62.93478260869565,1,0.50)",332,29,4,0,2
"571534076a966","52","Male",9,"no","objTwoColors","#80FF00","hsl(15.652173913043478,1,0.50)","hsl(60.97826086956521,1,0.50)",554,26,3,0,3
"5739ff85289b2","56","Female",25,"yes","objTwoColors","#00FF00","hsl(332.6086956521739,1,0.50)","hsl(33.26086956521739,1,0.50)",137,54,1,0,3
"5710e540a9514","52","Female",32,"no","objTwoColors","#80FF00","hsl(134.34782608695653,1,0.50)","NONE",176,15,2,0,3
"57149713464b1","51","Female",32,"no","objTwoColors","#80FF00","NONE","NONE",0,2,1,0,3
"571289ef76e18","55","Female",31,"no","objTwoColors","#80FF00","hsl(56.08695652173913,1,0.50)","hsl(356.73913043478257,1,0.50)",280,42,5,0,3
"5716e9900f6ea","58","Female",31,"no","objTwoColors","#80FF00","hsl(54.999986731487766,1,0.50)","hsl(187.82604715098506,1,0.50)",145,42,3,0,3
"5711800f2c5f3","59","Female",31,"no","objTwoColors","#80FF00","hsl(188.1521739130435,1,0.50)","hsl(52.17391304347826,1,0.50)",91,29,4,0,3
"571163013744e","53","Female",13,"no","objTwoColors","#80FF00","hsl(46.95652173913044,1,0.50)","hsl(254.4195556640625,1,0.50)",288,48,5,0,3
"571289ef76e18","55","Female",31,"no","objTwoColors","#7f00ff","hsl(206.73913043478262,1,0.50)","hsl(348.9130434782609,1,0.50)",504,43,3,0,4
"57363b3954a26","55","Male",16,"no","objTwoColors","#7f00ff","hsl(209.99998009723163,1,0.50)","hsl(304.34779954993206,1,0.50)",195,32,3,0,4
"5739ff85289b2","56","Female",25,"yes","objTwoColors","#B100FF","hsl(277.82608695652175,1,0.50)","NONE",11,26,3,0,4
"5716e9900f6ea","58","Female",31,"no","objTwoColors","#7f00ff","hsl(338.04346499235737,1,0.50)","hsl(234.7825688901155,1,0.50)",253,37,4,0,4
"5710e540a9514","52","Female",32,"no","objTwoColors","#7f00ff","hsl(202.82608695652175,1,0.50)","hsl(307.82608695652175,1,0.50)",146,19,4,0,4
"57149713464b1","51","Female",32,"no","objTwoColors","#7f00ff","NONE","NONE",0,1,1,0,4
"5711800f2c5f3","59","Female",31,"no","objTwoColors","#7f00ff","hsl(209.67391304347825,1,0.50)","hsl(106.95652173913044,1,0.50)",198,53,3,0,4
"5739ff85289b2","56","Female",25,"yes","objTwoColors","#FF007A","hsl(112.82608695652175,1,0.50)","hsl(37.17391304347826,1,0.50)",8,13,2,0,5
"5710e540a9514","52","Female",32,"no","objTwoColors","#FF0080","hsl(2.608695652173913,1,0.50)","hsl(15.652173913043478,1,0.50)",10,12,4,0,5
"571534076a966","52","Male",9,"no","objTwoColors","#FF0080","hsl(358.695652173913,1,0.50)","hsl(201.84782608695653,1,0.50)",210,16,3,0,5
"5716e9900f6ea","58","Female",31,"no","objTwoColors","#FF0080","hsl(236.41302357549253,1,0.50)","hsl(16.086929984714676,1,0.50)",220,42,3,0,5
"5711800f2c5f3","59","Female",31,"no","objTwoColors","#FF0080","hsl(7.173913043478261,1,0.50)","hsl(296.0869565217391,1,0.50)",165,30,3,0,5
"57149713464b1","51","Female",32,"no","objTwoColors","#FF0080","NONE","NONE",0,1,1,0,5
"57363b3954a26","55","Male",16,"no","objTwoColors","#FF0080","hsl(355.65216064453125,1,0.50)","hsl(300.4347560716712,1,0.50)",386,66,2,0,5
"571289ef76e18","55","Female",31,"no","objTwoColors","#FF8000","hsl(52.17391304347826,1,0.50)","hsl(351.52173913043475,1,0.50)",159,23,5,0,6
"5716e9900f6ea","58","Female",31,"no","objTwoColors","#FF8000","hsl(52.39129107931386,1,0.50)","hsl(353.9130169412364,1,0.50)",508,53,3,0,6
"5739ff85289b2","56","Female",25,"yes","objTwoColors","#FF7200","hsl(167.60869565217394,1,0.50)","hsl(51.52173913043478,1,0.50)",531,131,1,0,6
"5711800f2c5f3","59","Female",31,"no","objTwoColors","#FF8000","hsl(5.869565217391305,1,0.50)","hsl(53.47826086956522,1,0.50)",324,87,4,0,6
"571163013744e","53","Female",13,"no","objTwoColors","#FF8000","hsl(342.3913043478261,1,0.50)","hsl(55.108695652173914,1,0.50)",238,29,5,0,6
"57149713464b1","51","Female",32,"no","objTwoColors","#FF8000","NONE","NONE",0,6,1,0,6
"5710e540a9514","52","Female",32,"no","objTwoColors","#FF8000","hsl(10.434782608695652,1,0.50)","hsl(56.08695652173913,1,0.50)",44,9,4,0,6
"571289ef76e18","55","Female",31,"no","objTwoColors","#0000FF","hsl(315.65217391304344,1,0.50)","hsl(182.28260869565216,1,0.50)",144,110,5,0,7
"571534076a966","52","Male",9,"no","objTwoColors","#0000FF","hsl(50.869565217391305,1,0.50)","hsl(117.71739130434781,1,0.50)",493,34,3,0,7
"57149713464b1","51","Female",32,"no","objTwoColors","#0000FF","NONE","NONE",0,2,1,0,7
"5710e540a9514","52","Female",32,"no","objTwoColors","#0000FF","hsl(210.65217391304347,1,0.50)","hsl(318.2608695652174,1,0.50)",653,112,1,0,7
"57363b3954a26","55","Male",16,"no","objTwoColors","#0000FF","hsl(233.47824096679688,1,0.50)","NONE",39,10,5,0,7
"571163013744e","53","Female",13,"no","objTwoColors","#0000FF","hsl(208.69565217391303,1,0.50)","hsl(328.69565217391306,1,0.50)",82,121,2,0,7
"5716e9900f6ea","58","Female",31,"no","objTwoColors","#0000FF","hsl(183.5869366189708,1,0.50)","hsl(317.3912778108016,1,0.50)",164,26,3,0,7
