"id","age","gender","num_answers","in_person","typeOfQuestion","first_color","second_color","third_color","clicks","page_time","rating","resets","id_question"
"5776cc574bf84","45","Female",21,"no","objTwoColors","#FFFF00","hsl(58.69565217391305,1,0.50)","NONE",250,33,5,0,1
"5740ad339507d","40","Male",32,"yes","objTwoColors","#CEFF00","hsl(54.78260869565217,1,0.50)","NONE",38,10,3,0,1
"573c70dabcfe0","49","Male",32,"yes","objTwoColors","#CEFF00","hsl(69.78260869565217,1,0.50)","NONE",710,60,2,0,1
"5740e3f36a945","49","Female",32,"yes","objTwoColors","#CEFF00","hsl(75.65217391304348,1,0.50)","NONE",139,26,2,0,1
"571183866d73f","48","Female",32,"no","objTwoColors","#FFFF00","hsl(56.08695652173913,1,0.50)","NONE",83,377,4,0,1
"57117fe7495aa","48","Female",5,"no","objTwoColors","#FFFF00","NONE","hsl(54.130434782608695,1,0.50)",101,16,5,0,1
"57110028bc74b","48","Female",32,"no","objTwoColors","#FFFF00","NONE","hsl(59.347826086956516,1,0.50)",92,13,3,0,1
"571154184c9bd","47","Female",32,"no","objTwoColors","#FFFF00","hsl(53.05027173913044,1,0.50)","NONE",105,19,5,0,1
"573664e1a4a96","49","Male",18,"no","objTwoColors","#FFFF00","hsl(57.0281982421875,1,0.50)","hsl(57.25795579993206,1,0.50)",216,43,1,0,1
"57112d8509632","45","Female",32,"no","objTwoColors","#FFFF00","hsl(56.08695652173913,1,0.50)","hsl(55.43478260869565,1,0.50)",87,11,5,0,1
"5713b10383207","40","Male",32,"no","objTwoColors","#FFFF00","hsl(224.34782608695653,1,0.50)","hsl(105.97826086956522,1,0.50)",307,26,4,0,1
"57114ae35c9ec","47","Female",11,"no","objTwoColors","#FF00FF","NONE","hsl(300,1,0.50)",518,45,3,0,2
"57110028bc74b","48","Female",32,"no","objTwoColors","#FF00FF","NONE","hsl(300,1,0.50)",89,8,3,0,2
"57112d8509632","45","Female",32,"no","objTwoColors","#FF00FF","hsl(300,1,0.50)","NONE",669,90,4,1,2
"5776cc574bf84","45","Female",21,"no","objTwoColors","#FF00FF","hsl(5.217391304347826,1,0.50)","hsl(176.41304347826087,1,0.50)",54,18,5,0,2
"5740e3f36a945","49","Female",32,"yes","objTwoColors","#FF00FF","hsl(301.304347826087,1,0.50)","NONE",320,66,2,0,2
"5740ad339507d","40","Male",32,"yes","objTwoColors","#FF00FF","hsl(10.434782608695652,1,0.50)","hsl(54.130434782608695,1,0.50)",67,11,3,0,2
"573c70dabcfe0","49","Male",32,"yes","objTwoColors","#FF00FF","hsl(179.3478260869565,1,0.50)","hsl(72.71739130434783,1,0.50)",134,21,3,0,2
"573664e1a4a96","49","Male",18,"no","objTwoColors","#FF00FF","hsl(300,1,0.50)","hsl(300,1,0.50)",152,18,1,0,2
