id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710d28fec2d1,30,Male,32,no,objTwoColors,#FF8000,0,5,131,1,0.73,0.12,0.15,0.23,0.29,0.26
5711106ab212a,33,Male,32,no,objTwoColors,#FF8000,7,57,60,4,0.73,0.01,0.14,0.14,0.19,0.15
5711148c11035,35,Male,22,no,objTwoColors,#FF8000,16,51,93,3,0.69,0.02,0.14,0.14,0.19,0.15
57112e1a2bbbb,32,Male,16,no,objTwoColors,#FF8000,9,121,250,2,0.83,0.18,0.14,0.1,0.16,0.13
571153ca15566,32,Male,32,no,objTwoColors,#FF8000,11,58,63,3,0.73,0.03,0.14,0.14,0.18,0.14
571252e6d2e70,31,Female,32,no,objTwoColors,#FF8000,5,55,50,5,0.74,0,0.14,0.14,0.2,0.15
57153eb9b4bed,35,Female,31,no,objTwoColors,#FF8000,0,353,67,5,0.72,0.12,0.15,0.24,0.29,0.26
57190633f233f,30,Male,32,no,objTwoColors,#FF8000,5,59,132,4,0.75,0.01,0.14,0.14,0.19,0.15
573a059da0efd,31,Female,32,yes,objTwoColors,#FF7200,0,0,0,1,0.74,0.12,0.09,0.24,0.3,0.27
573c783748e8b,37,Female,32,yes,objTwoColors,#FF7200,348,59,106,3,0.74,0.04,0.14,0.13,0.19,0.13
5740a8b59d448,31,Female,32,yes,objTwoColors,#FF7200,5,55,80,5,0.74,0,0.14,0.14,0.2,0.15
5740b686127bb,32,Male,32,yes,objTwoColors,#FF7200,3,57,55,5,0.74,0,0.14,0.14,0.2,0.15
5745b5cbe3caa,34,Female,32,no,objTwoColors,#FF8000,27,52,64,4,0.63,0.06,0.14,0.14,0.17,0.14
574859b8f3379,30,Male,32,yes,objTwoColors,#FF7200,355,55,401,4,0.74,0.03,0.14,0.14,0.2,0.15
