id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710cd289f4c3,46,Female,1,no,objTwoColors,#FF0000,0,0,0,0,0.61,0,0.1,0.15,0.15,0.21
57110028bc74b,48,Female,32,no,objTwoColors,#FF0000,0,37,50,3,0.44,0.05,0.09,0.08,0.11,0.14
57112d8509632,45,Female,32,no,objTwoColors,#FF0000,5,5,31,5,0.59,0.01,0.09,0.14,0.15,0.21
571154184c9bd,47,Female,32,no,objTwoColors,#FF0000,344,54,395,1,0.29,0.06,0.09,0.03,0.06,0.09
571183866d73f,48,Female,32,no,objTwoColors,#FF0000,59,36,105,5,0.46,0.23,0.09,0.08,0.13,0.12
571290e28820b,43,Female,10,no,objTwoColors,#FF0000,4,5,161,3,0.59,0.01,0.09,0.14,0.15,0.21
5713b10383207,40,Male,32,no,objTwoColors,#FF0000,288,57,661,2,0.11,0.01,0.09,0.08,0.07,0.05
573664e1a4a96,49,Male,18,no,objTwoColors,#FF0000,314,49,67,3,0.09,0,0.09,0.02,0.03,0.03
573c70dabcfe0,49,Male,32,yes,objTwoColors,#FF0000,56,245,508,4,0.85,0.16,0.11,0.12,0.18,0.1
5740ad339507d,40,Male,32,yes,objTwoColors,#FF0000,275,54,584,2,0.18,0.05,0.1,0.09,0.1,0.07
5740e3f36a945,49,Female,32,yes,objTwoColors,#FF0000,353,0,128,3,0.59,0,0.11,0.14,0.15,0.21
5776cc574bf84,45,Female,21,no,objTwoColors,#FF0000,1,0,490,5,0.61,0,0.1,0.15,0.15,0.21
